,dcc_mean_pairwise_corr
2023-10-13,0.3738290578241813
2023-10-16,0.36920226666399225
2023-10-17,0.3709816627321404
2023-10-18,0.3982725340399054
2023-10-19,0.390851824326537
2023-10-20,0.3828360971823798
2023-10-23,0.37629814412823154
2023-10-24,0.3696265201374274
2023-10-25,0.3704915624040003
2023-10-26,0.3424783254885823
2023-10-27,0.33484784596211303
2023-10-30,0.33593753829897127
2023-10-31,0.3482668218370638
2023-11-01,0.3133585763172036
2023-11-02,0.36312224261164483
2023-11-03,0.3689705586406351
2023-11-06,0.3654320669294419
2023-11-07,0.3609571635493481
2023-11-08,0.35281775336652776
2023-11-09,0.35163684989288163
2023-11-10,0.3481460359034493
2023-11-13,0.34652281574640725
2023-11-14,0.34290543669481044
2023-11-15,0.33483951438382603
2023-11-16,0.3185818928280305
2023-11-17,0.3195035316470305
2023-11-20,0.3202169819501723
2023-11-21,0.32063656403500546
2023-11-22,0.3234231983304909
2023-11-23,0.27171127533978334
2023-11-24,0.27316385529133996
2023-11-27,0.29131869450432557
2023-11-28,0.3167990052522643
2023-11-29,0.31247118579886746
2023-11-30,0.31508750105625916
2023-12-01,0.2999281531728991
2023-12-04,0.29954085947125453
2023-12-05,0.28562963543682907
2023-12-06,0.28835486700830126
2023-12-07,0.33804199005119767
2023-12-08,0.3540787785436632
2023-12-11,0.34062553773734405
2023-12-12,0.33952553738023494
2023-12-13,0.33733070379111957
2023-12-14,0.3753922980424444
2023-12-15,0.37534685402669865
2023-12-18,0.3738757463273991
2023-12-19,0.3706058391314799
2023-12-20,0.3716940424335814
2023-12-21,0.37139999045899064
2023-12-22,0.3735303013704714
2023-12-27,0.36835347427751747
2023-12-28,0.36468079771537765
2023-12-29,0.3613550966472669
2024-01-02,0.3634746032450926
2024-01-03,0.3549905553851511
2024-01-04,0.5851149941746083
2024-01-05,0.5682548133967484
2024-01-08,0.5669656257949637
2024-01-09,0.5578121270027803
2024-01-10,0.610676079290327
2024-01-11,0.6166633483146938
2024-01-12,0.6063361836452066
2024-01-15,0.5914886350438386
2024-01-16,0.5756630343226303
2024-01-17,0.577620523294104
2024-01-18,0.5684968367701975
2024-01-19,0.55911202717359
2024-01-22,0.535073371394142
2024-01-23,0.521191584736455
2024-01-24,0.5269445067167338
2024-01-25,0.5148616014224661
2024-01-26,0.5005119421727011
2024-01-29,0.48017471329197636
2024-01-30,0.4731532504875348
2024-01-31,0.6038252673984598
2024-02-01,0.6195952044077984
2024-02-02,0.6297328121484902
2024-02-05,0.6202195740011127
2024-02-06,0.6081827329545156
2024-02-07,0.596403731536616
2024-02-08,0.585105012097204
2024-02-09,0.5652624971841578
2024-02-12,0.5556888255856413
2024-02-13,0.534403608326546
2024-02-14,0.5260560787922236
2024-02-15,0.49892194973106496
2024-02-16,0.4937793269014632
2024-02-19,0.4760773507388086
2024-02-20,0.46585104381636383
2024-02-21,0.46024315670722754
2024-02-22,0.4360391002743188
2024-02-23,0.40647354936788477
2024-02-26,0.39251192996886103
2024-02-27,0.362773447919583
2024-02-28,0.3759855402868535
2024-02-29,0.46609724775739564
2024-03-01,0.481167316247164
2024-03-04,0.4761017777408697
2024-03-05,0.4683607995114233
2024-03-06,0.44781815312602385
2024-03-07,0.4253777109548159
2024-03-08,0.42460508549226345
2024-03-11,0.4192188868728429
2024-03-12,0.41553950780162746
2024-03-13,0.46420929169167663
2024-03-14,0.4559584689547324
2024-03-15,0.4408481719667627
2024-03-18,0.41767946169779613
2024-03-19,0.39552199142894573
2024-03-20,0.382763940794583
2024-03-21,0.3757531676533798
2024-03-22,0.37477038954185354
2024-03-25,0.3755826302709906
2024-03-26,0.3786673193711884
2024-03-27,0.3609113382304604
2024-03-28,0.36976032759159727
2024-04-02,0.3703112785401263
2024-04-03,0.3647831265025102
2024-04-04,0.38155550753117734
2024-04-05,0.40883263462218905
2024-04-08,0.4093362438537286
2024-04-12,0.42010054066522445
2024-04-15,0.40625447443035323
2024-04-16,0.41969525976644845
2024-04-17,0.4537363494058379
2024-04-18,0.43864365044288434
2024-04-19,0.4285979285591905
2024-04-22,0.42481729609921387
2024-04-23,0.4051735279721008
2024-04-24,0.408785663880505
2024-04-25,0.39901409397390825
